,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,unit,longitude,latitude,listingStatus,zpid,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,listingSubType.is_FSBA
10,1658214000000,SINGLE_FAMILY,7405.2,"3313 Singleleaf Ln, Raleigh, NC 27616",https://photos.zillowstatic.com/fp/09f724c41dbf26bd18847a0469633652-p_e.jpg,455000,4.0,,-78.526245,35.880825,RECENTLY_SOLD,6520425,,-1,3.0,2083.0,USA,USD,sqft,True,
11,1658214000000,SINGLE_FAMILY,9583.2,"4213 Somerset Valley Ln, Raleigh, NC 27616",https://photos.zillowstatic.com/fp/a7cedc1542b683645da47db45b54d3a0-p_e.jpg,385000,4.0,,-78.570564,35.85568,RECENTLY_SOLD,65332468,,-1,3.0,1800.0,USA,USD,sqft,True,
12,1658214000000,TOWNHOUSE,435.6,"7635 Astoria Pl, Raleigh, NC 27612",https://photos.zillowstatic.com/fp/45ce45cd2fa809f5da9fedf9b30bbf4b-p_e.jpg,410000,3.0,,-78.739975,35.879017,RECENTLY_SOLD,6565279,,-1,3.0,2026.0,USA,USD,sqft,True,
13,1658214000000,TOWNHOUSE,2613.6,"5908 Black Marble Ct, Raleigh, NC 27612",https://photos.zillowstatic.com/fp/1ca22c049e5d1db47cca10ace57a68e5-p_e.jpg,441000,3.0,,-78.71959,35.859844,RECENTLY_SOLD,68320477,,-1,3.0,1860.0,USA,USD,sqft,True,
14,1658214000000,TOWNHOUSE,1306.0,"3005 Winding Waters Way, Raleigh, NC 27614",https://photos.zillowstatic.com/fp/59e1eeb7d818e6683b07085b2037000c-p_e.jpg,360000,3.0,,-78.55886,35.92245,PENDING,69565980,,-1,3.0,1728.0,USA,USD,sqft,True,True
15,1658127600000,CONDO,0.0,"9211 Calabria Dr UNIT 114, Raleigh, NC 27617",https://photos.zillowstatic.com/fp/edb678c5567e3227b2ab97270c1b1dac-p_e.jpg,385000,3.0,Unit 114,-78.79734,35.898945,RECENTLY_SOLD,132151769,,-1,3.0,1972.0,USA,USD,sqft,True,
16,1658127600000,CONDO,0.0,"8221 Allyns Landing Way APT 303, Raleigh, NC 27615",https://photos.zillowstatic.com/fp/a36b6b41331967c4138380d99bd3430d-p_e.jpg,301000,2.0,Apt 303,-78.65041,35.891296,RECENTLY_SOLD,132228607,,-1,2.0,1280.0,USA,USD,sqft,True,
17,1658127600000,CONDO,0.0,"1701 Tiffany Bay Ct UNIT 303, Raleigh, NC 27609",https://photos.zillowstatic.com/fp/6ea38a1979bf740386950851be218740-p_e.jpg,290000,2.0,Unit 303,-78.605896,35.85138,RECENTLY_SOLD,132251074,,-1,2.0,1021.0,USA,USD,sqft,True,
18,1658127600000,SINGLE_FAMILY,6534.0,"3578 Eastern Branch Rd, Raleigh, NC 27610",https://photos.zillowstatic.com/fp/acda998f37b1f4cd93b00becd36f5855-p_e.jpg,460000,4.0,,-78.58639,35.751366,RECENTLY_SOLD,133216025,,-1,3.0,2549.0,USA,USD,sqft,True,
19,1658127600000,SINGLE_FAMILY,6534.0,"2011 Travern Dr LOT 28, Raleigh, NC 27603",https://photos.zillowstatic.com/fp/fb2970e5ad7e4663e4c63389d8d1f49f-p_e.jpg,530000,4.0,Lot 28,,,RECENTLY_SOLD,2090244978,,-1,3.0,2707.0,USA,USD,sqft,True,
20,1658127600000,TOWNHOUSE,0.0,"5510 Nur Ln, Raleigh, NC 27606",https://photos.zillowstatic.com/fp/f9be1984bb476b319755dc45466c1cb5-p_e.jpg,395000,3.0,,-78.73137,35.748116,RECENTLY_SOLD,215486016,,-1,3.0,2039.0,USA,USD,sqft,True,
21,1658127600000,LOT,10018.0,"3864 Stoneridge Forest Dr, Raleigh, NC 27612","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.83137893676758,-78.71968841552734&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=cDylHcDCfFS10YnRcSnRH6abrvM=",950124,,,-78.71969,35.83138,RECENTLY_SOLD,336867486,,-1,,,USA,USD,sqft,,
22,1658127600000,CONDO,0.0,"10320 Sablewood Dr #108, Raleigh, NC 27617",https://photos.zillowstatic.com/fp/f9e241c7947f8122f0b23819ffc0250d-p_e.jpg,490000,2.0,# 108,-78.79531,35.899715,RECENTLY_SOLD,336868062,,-1,2.0,1734.0,USA,USD,sqft,True,
23,1658127600000,SINGLE_FAMILY,0.46,"1217 Ashton Hollow Dr, Raleigh, NC 27603",https://photos.zillowstatic.com/fp/465233910da4e4a8a75ae19a7b267cfa-p_e.jpg,334200,3.0,,-78.6621,35.634064,RECENTLY_SOLD,53457969,,-1,2.0,1369.0,USA,USD,acres,True,
24,1658127600000,SINGLE_FAMILY,0.69,"4404 Deer Knoll Ct, Raleigh, NC 27603",https://photos.zillowstatic.com/fp/4b21c727a857c2d52003a816c747c05d-p_e.jpg,440000,4.0,,-78.65046,35.64561,RECENTLY_SOLD,60396561,,-1,3.0,2491.0,USA,USD,acres,True,
25,1658127600000,TOWNHOUSE,2178.0,"10901 Pendragon Pl, Raleigh, NC 27614",https://photos.zillowstatic.com/fp/d9757c03987f95da36a29bc106f0d5a6-p_e.jpg,305000,3.0,,-78.56809,35.921425,RECENTLY_SOLD,60537327,,-1,3.0,1509.0,USA,USD,sqft,True,
26,1658127600000,TOWNHOUSE,1742.4,"2304 Bay Harbor Dr, Raleigh, NC 27604",https://photos.zillowstatic.com/fp/2720c16d1e37e079ab4a62726e9bea92-p_e.jpg,209000,2.0,,-78.54144,35.81363,RECENTLY_SOLD,62038343,,-1,2.0,918.0,USA,USD,sqft,True,
27,1658127600000,SINGLE_FAMILY,0.65,"6901 Woodmere Dr, Raleigh, NC 27612",https://photos.zillowstatic.com/fp/6a1e811361e7f36256c55f653c4c9609-p_e.jpg,739000,4.0,,-78.66999,35.875107,RECENTLY_SOLD,6382246,,-1,3.0,3411.0,USA,USD,acres,True,
28,1658127600000,SINGLE_FAMILY,0.94,"3909 Valley Stream Dr, Raleigh, NC 27604",https://photos.zillowstatic.com/fp/9ceeebca5acff6640ba03c65d369003a-p_e.jpg,594450,4.0,,-78.55879,35.828213,RECENTLY_SOLD,6391515,,-1,3.0,3835.0,USA,USD,acres,True,
29,1658127600000,SINGLE_FAMILY,1.06,"232 Bayleaf Dr, Raleigh, NC 27615",https://photos.zillowstatic.com/fp/a62e17ea811dac26074290e75f80d46c-p_e.jpg,900000,4.0,,-78.64864,35.918125,RECENTLY_SOLD,6396232,,-1,5.0,3837.0,USA,USD,acres,True,
30,1658127600000,SINGLE_FAMILY,0.55,"1715 Nottingham Rd, Raleigh, NC 27607",https://photos.zillowstatic.com/fp/5289d4512058e9b838c595f633dfb6b7-p_e.jpg,1700000,5.0,,-78.67266,35.813557,RECENTLY_SOLD,6404741,,-1,5.0,4551.0,USA,USD,acres,True,
31,1658127600000,SINGLE_FAMILY,0.45,"1309 Briar Patch Ln, Raleigh, NC 27615",https://photos.zillowstatic.com/fp/b71d25da7b56926583176e1002c151c9-p_e.jpg,2737500,4.0,,-78.61613,35.874184,RECENTLY_SOLD,6417512,,-1,5.0,5975.0,USA,USD,acres,True,
32,1658127600000,SINGLE_FAMILY,0.52,"5111 Old Stage Rd, Raleigh, NC 27603",https://photos.zillowstatic.com/fp/ba408711668dbe39024a982f5f93f48c-p_e.jpg,246000,2.0,,-78.65618,35.709034,RECENTLY_SOLD,6437388,,-1,1.0,950.0,USA,USD,acres,True,
33,1658127600000,SINGLE_FAMILY,0.76,"5017 Old Elizabeth Rd, Raleigh, NC 27616",https://photos.zillowstatic.com/fp/329f28ebf8fb8cf340869ee5f14f0356-p_e.jpg,475000,3.0,,-78.55648,35.858665,RECENTLY_SOLD,6439443,,-1,3.0,2079.0,USA,USD,acres,True,
34,1658127600000,SINGLE_FAMILY,0.96,"6509 Bakersfield Dr, Raleigh, NC 27606",https://photos.zillowstatic.com/fp/f76d9de824114ac01450479e8c697110-p_e.jpg,590600,4.0,,-78.75055,35.725548,RECENTLY_SOLD,6456958,,-1,3.0,2434.0,USA,USD,acres,True,
35,1658127600000,SINGLE_FAMILY,1.14,"8633 Kings Arms Way, Raleigh, NC 27615",https://photos.zillowstatic.com/fp/81ca5d301e1dd1397ace553d394f7a4b-p_e.jpg,825000,4.0,,-78.64634,35.902496,RECENTLY_SOLD,6470707,,-1,3.0,3619.0,USA,USD,acres,True,
36,1658127600000,SINGLE_FAMILY,1.3,"10805 Marthas Way, Raleigh, NC 27614",https://photos.zillowstatic.com/fp/cb144f9fc34fc25de286e0f717b51f1e-p_e.jpg,681000,5.0,,-78.6522,35.931522,RECENTLY_SOLD,6474007,,-1,5.0,2172.0,USA,USD,acres,True,
37,1658127600000,SINGLE_FAMILY,0.31,"2836 Red Alder Ct, Raleigh, NC 27610",https://photos.zillowstatic.com/fp/0dd6f8cee9d45b3d1083fa3ca7a24188-p_e.jpg,360000,4.0,,-78.60598,35.740902,RECENTLY_SOLD,6480259,,-1,3.0,2084.0,USA,USD,acres,True,
38,1658127600000,SINGLE_FAMILY,0.84,"2004 Petworth Ct, Raleigh, NC 27615",https://photos.zillowstatic.com/fp/f9aede7552b95b6e97ad859ae2fc03fd-p_e.jpg,745000,4.0,,-78.67146,35.89107,RECENTLY_SOLD,6483229,,-1,3.0,2611.0,USA,USD,acres,True,
39,1658127600000,CONDO,1742.4,"4466 Roller Ct, Raleigh, NC 27604",https://photos.zillowstatic.com/fp/0ac8df49540afac902b2c7c74966a850-p_e.jpg,262000,2.0,,-78.582886,35.842186,RECENTLY_SOLD,6487490,,-1,2.0,1065.0,USA,USD,sqft,True,
